vacc;mspi;dyst;disg_sens;party;sys_jus
0;0,43878899087727224;2;-1,60604374066277122;NA;-1,0357644321272901
1;0,24260844970283410;2;0,22132465921095568;opposition;-0,0402815622312812
1;0,65993796456482001;NA;-0,36011074074886673;NA;-1,3675920554259595
0;-0,55994830964713893;3;-1,52298154066851077;radicals;-0,0402815622312812
0;1,31268412883613150;4;-0,60929734073164743;other;-1,3675920554259595
0;0,30681299045083210;3;-0,85848394071442846;NA;-1,3675920554259595
1;0,80974855964348147;3;1,05194665915355845;opposition;-0,0402815622312812
1;0,22120693612016787;2;-0,36011074074886673;opposition;-0,7039368088286204
1;-1,23409598750111638;2;-1,43991934067425054;opposition;-0,3721091855299509
0;1,47319548070612627;1;-0,36011074074886673;opposition;-1,3675920554259595
1;-0,82746722943046336;3;-0,02786194077182568;ruling party;0,6233736843660577
1;0,23190769291150098;4;-0,27704854075460639;ruling party;0,9552013076647274
1;-1,36250506899711210;1;-0,19398634076034602;opposition;0,2915460610673880
1;0,67063872135615310;2;2,04869305908468258;ruling party;0,6233736843660577
0;-0,07841425403715513;2;-2,27054134061685353;radicals;-0,3721091855299509
1;-2,04021966578153346;1;0,05520025922243499;ruling party;-1,3675920554259595
0;-0,41013771456847747;2;-1,19073274069146984;radicals;-0,7039368088286204
1;-1,17524182514878506;1;-0,60929734073164743;NA;0,1256322494180534
1;-0,65625512076913561;1;-1,43991934067425054;opposition;-0,7039368088286204
1;-0,31383090344648085;1;-0,19398634076034602;NA;0,6233736843660577
0;1,52669926466279104;2;0,63663565918225706;radicals;0,6233736843660577
1;0,77764628926948287;2;-0,36011074074886673;opposition;-0,3721091855299509
1;-0,61345209360380382;NA;NA;NA;0,6233736843660577
1;0,63496953205170958;NA;0,71969785917651707;nonVote;-1,0357644321272901
1;-1,61932323198910333;4;0,63663565918225706;opposition;1,1211151193140620
0;0,77764628926948287;1;-0,85848394071442846;opposition;-0,3721091855299509
1;0,99166142509614230;2;2,04869305908468258;ruling party;0,9552013076647274
1;-0,39943695777714439;1;0,47051125919373638;opposition;-0,7039368088286204
1;-0,34593317382047950;2;1,79950645910190121;NA;0,6233736843660577
0;-1,69422852952843450;3;-0,77542174072016812;opposition;-0,0402815622312812
1;1,21637731771413504;4;-0,44317294074312702;ruling party;-0,0402815622312812
1;-0,29242938986381461;4;-1,10767054069720938;ruling party;2,2825118008594059
0;0,67063872135615310;2;0,47051125919373638;nonVote;-1,0357644321272901
1;0,99166142509614230;2;-0,36011074074886673;ruling party;-0,7039368088286204
1;0,13560088178950436;4;-1,43991934067425054;NA;0,6233736843660577
1;-0,26032711948981602;4;0,30438685920521569;ruling party;2,2825118008594059
1;-0,55994830964713893;1;0,30438685920521569;opposition;-1,0357644321272901
0;0,51012736948615844;4;-0,11092414076608569;ruling party;1,6188565542620663
1;1,01841331707447469;4;0,80276005917077775;ruling party;-0,0402815622312812
1;-0,03561122687182338;4;-1,43991934067425054;ruling party;0,9552013076647274
1;0,75089439729115037;4;0,22132465921095568;ruling party;1,2870289309633967
1;-0,29242938986381461;1;0,22132465921095568;nonVote;-1,3675920554259595
1;-0,92377404055245993;NA;0,13826245921669500;nonVote;0,9552013076647274
0;-2,19716409872108409;3;0,22132465921095568;ruling party;0,2915460610673880
1;0,11419936820683811;NA;1,38419545913059983;NA;1,2870289309633967
1;0,65993796456482001;2;0,80276005917077775;NA;-1,0357644321272901
1;0,88465385718281253;4;0,38744905919947636;radicals;-0,7039368088286204
0;0,05534520585450706;NA;2,13175525907894237;ruling party;-1,0357644321272901
1;0,23190769291150098;2;-0,85848394071442846;opposition;-0,3721091855299509
0;NA;NA;-0,85848394071442846;nonVote;-1,3675920554259595
1;-2,21856561230374982;1;-1,02460834070294915;NA;0,2915460610673880
1;0,68133947814748619;4;1,47764043412414270;radicals;0,9552013076647274
1;-0,85421912140879575;4;-0,57814901573379984;opposition;0,2915460610673880
0;0,25330920649416722;4;-0,11092414076608569;ruling party;0,9552013076647274
0;0,16770315216350298;2;0,30438685920521569;NA;-0,3721091855299509
1;0,51012736948615844;3;0,55357345918799705;ruling party;0,9552013076647274
1;1,31268412883613150;NA;-0,11092414076608569;radicals;-0,3721091855299509
